,sd
84832,"{'UNITEDSTATES|LEADERNAME|JOHNROBERTS', '250DELAWAREAVENUE|LOCATION|UNITEDSTATES', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'UNITEDSTATES|LEADERNAME|BARACKOBAMA', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
84834,"{'UNITEDSTATES|LEADERNAME|JOHNROBERTS', '250DELAWAREAVENUE|LOCATION|UNITEDSTATES', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'UNITEDSTATES|LEADERNAME|BARACKOBAMA', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
84836,"{'(19255)1994VK8|ORBITALPERIOD|8788850000.0', '(19255)1994VK8|APOAPSIS|6603633000.0(KILOMETRES)', '(19255)1994VK8|EPOCH|2006-12-31', '(19255)1994VK8|MASS|5.6(KILOGRAMS)', '(19255)1994VK8|PERIAPSIS|6155910000000.0'}"
84838,"{'(19255)1994VK8|ORBITALPERIOD|8788850000.0', '(19255)1994VK8|APOAPSIS|6603633000.0(KILOMETRES)', '(19255)1994VK8|EPOCH|2006-12-31', '(19255)1994VK8|MASS|5.6(KILOGRAMS)', '(19255)1994VK8|PERIAPSIS|6155910000000.0'}"
84840,"{'(19255)1994VK8|ORBITALPERIOD|8788850000.0', '(19255)1994VK8|APOAPSIS|6603633000.0(KILOMETRES)', '(19255)1994VK8|EPOCH|2006-12-31', '(19255)1994VK8|MASS|5.6(KILOGRAMS)', '(19255)1994VK8|PERIAPSIS|6155910000000.0'}"
84842,"{'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS', 'JAMESCRAIGWATSON|STATEOFORIGIN|CANADA', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', 'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN', '101HELENA|DISCOVERER|JAMESCRAIGWATSON'}"
84844,"{'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS', 'JAMESCRAIGWATSON|STATEOFORIGIN|CANADA', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', 'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN', '101HELENA|DISCOVERER|JAMESCRAIGWATSON'}"
84846,"{'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS', 'JAMESCRAIGWATSON|STATEOFORIGIN|CANADA', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', 'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN', '101HELENA|DISCOVERER|JAMESCRAIGWATSON'}"
84848,"{'WALTERBAADE|ALMAMATER|UNIVERSITYOFGOTTINGEN', 'WALTERBAADE|DEATHPLACE|GOTTINGEN', '1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|BIRTHPLACE|GERMANEMPIRE', 'WALTERBAADE|DOCTORALSTUDENT|ALLANSANDAGE'}"
84850,"{'WALTERBAADE|ALMAMATER|UNIVERSITYOFGOTTINGEN', 'WALTERBAADE|DEATHPLACE|GOTTINGEN', '1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|BIRTHPLACE|GERMANEMPIRE', 'WALTERBAADE|DOCTORALSTUDENT|ALLANSANDAGE'}"
84852,"{'WALTERBAADE|ALMAMATER|UNIVERSITYOFGOTTINGEN', 'WALTERBAADE|DEATHPLACE|GOTTINGEN', '1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|BIRTHPLACE|GERMANEMPIRE', 'WALTERBAADE|DOCTORALSTUDENT|ALLANSANDAGE'}"
84854,"{'WALTERBAADE|ALMAMATER|UNIVERSITYOFGOTTINGEN', 'WALTERBAADE|NATIONALITY|GERMANY', '1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|BIRTHPLACE|GERMANEMPIRE', 'WALTERBAADE|DOCTORALSTUDENT|ALLANSANDAGE'}"
84856,"{'103HERA|DISCOVERED|1868-09-07', 'JAMESCRAIGWATSON|NATIONALITY|CANADA', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', '103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN'}"
84858,"{'103HERA|DISCOVERED|1868-09-07', 'JAMESCRAIGWATSON|NATIONALITY|CANADA', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', '103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN'}"
84860,"{'JAMESCRAIGWATSON|NATIONALITY|CANADA', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', '103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN', '103HERA|PERIAPSIS|371240000.0(KILOMETRES)'}"
84862,"{'JAMESCRAIGWATSON|NATIONALITY|CANADA', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', '103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN', '103HERA|PERIAPSIS|371240000.0(KILOMETRES)'}"
84864,"{'JAMESCRAIGWATSON|NATIONALITY|CANADA', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', '103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN', '103HERA|PERIAPSIS|371240000.0(KILOMETRES)'}"
84866,"{'107CAMILLA|APOAPSIS|560937000.0(KILOMETRES)', '107CAMILLA|ORBITALPERIOD|2368.05(DAYS)', '107CAMILLA|DISCOVERER|B.ZELLNER', '107CAMILLA|EPOCH|2006-12-31', '107CAMILLA|PERIAPSIS|479343000.0(KILOMETRES)'}"
84868,"{'107CAMILLA|APOAPSIS|560937000.0(KILOMETRES)', '107CAMILLA|ORBITALPERIOD|2368.05(DAYS)', '107CAMILLA|DISCOVERER|B.ZELLNER', '107CAMILLA|EPOCH|2006-12-31', '107CAMILLA|PERIAPSIS|479343000.0(KILOMETRES)'}"
84870,"{'107CAMILLA|APOAPSIS|560937000.0(KILOMETRES)', '107CAMILLA|ORBITALPERIOD|2368.05(DAYS)', '107CAMILLA|DISCOVERER|B.ZELLNER', '107CAMILLA|EPOCH|2006-12-31', '107CAMILLA|PERIAPSIS|479343000.0(KILOMETRES)'}"
84872,"{'107CAMILLA|APOAPSIS|560937000.0(KILOMETRES)', '107CAMILLA|ORBITALPERIOD|2368.05(DAYS)', '107CAMILLA|DISCOVERER|C.WOODS', '107CAMILLA|EPOCH|2006-12-31', '107CAMILLA|PERIAPSIS|479343000.0(KILOMETRES)'}"
84874,"{'107CAMILLA|APOAPSIS|560937000.0(KILOMETRES)', '107CAMILLA|ORBITALPERIOD|2368.05(DAYS)', '107CAMILLA|DISCOVERER|C.WOODS', '107CAMILLA|EPOCH|2006-12-31', '107CAMILLA|PERIAPSIS|479343000.0(KILOMETRES)'}"
84876,"{'107CAMILLA|APOAPSIS|560937000.0(KILOMETRES)', '107CAMILLA|ORBITALPERIOD|2368.05(DAYS)', '107CAMILLA|DISCOVERER|C.WOODS', '107CAMILLA|EPOCH|2006-12-31', '107CAMILLA|PERIAPSIS|479343000.0(KILOMETRES)'}"
84878,"{'N.R.POGSON|BIRTHPLACE|NOTTINGHAM', '107CAMILLA|DISCOVERER|N.R.POGSON', 'N.R.POGSON|NATIONALITY|ENGLAND', '107CAMILLA|ABSOLUTEMAGNITUDE|7.08', 'N.R.POGSON|DEATHPLACE|CHENNAI'}"
84880,"{'N.R.POGSON|BIRTHPLACE|NOTTINGHAM', '107CAMILLA|DISCOVERER|N.R.POGSON', 'N.R.POGSON|NATIONALITY|ENGLAND', '107CAMILLA|ABSOLUTEMAGNITUDE|7.08', 'N.R.POGSON|DEATHPLACE|CHENNAI'}"
84882,"{'N.R.POGSON|BIRTHPLACE|NOTTINGHAM', '107CAMILLA|DISCOVERER|N.R.POGSON', 'N.R.POGSON|NATIONALITY|ENGLAND', '107CAMILLA|ABSOLUTEMAGNITUDE|7.08', 'N.R.POGSON|DEATHPLACE|CHENNAI'}"
84884,"{'1101CLEMATIS|ESCAPEVELOCITY|0.02(KILOMETREPERSECONDS)', '1101CLEMATIS|EPOCH|2006-12-31', '1101CLEMATIS|APOAPSIS|520906000.0(KILOMETRES)', '1101CLEMATIS|MASS|5.7(KILOGRAMS)', '1101CLEMATIS|ORBITALPERIOD|183309000.0'}"
84886,"{'1101CLEMATIS|ESCAPEVELOCITY|0.02(KILOMETREPERSECONDS)', '1101CLEMATIS|EPOCH|2006-12-31', '1101CLEMATIS|APOAPSIS|520906000.0(KILOMETRES)', '1101CLEMATIS|MASS|5.7(KILOGRAMS)', '1101CLEMATIS|ORBITALPERIOD|183309000.0'}"
84888,"{'1101CLEMATIS|ESCAPEVELOCITY|0.02(KILOMETREPERSECONDS)', '1101CLEMATIS|EPOCH|2006-12-31', '1101CLEMATIS|APOAPSIS|520906000.0(KILOMETRES)', '1101CLEMATIS|MASS|5.7(KILOGRAMS)', '1101CLEMATIS|ORBITALPERIOD|183309000.0'}"
84890,"{'11264CLAUDIOMACCONE|EPOCH|2005-11-26', '11264CLAUDIOMACCONE|APOAPSIS|475426000.0(KILOMETRES)', '11264CLAUDIOMACCONE|TEMPERATURE|173.0(KELVINS)', '11264CLAUDIOMACCONE|ORBITALPERIOD|1513.722(DAYS)', '11264CLAUDIOMACCONE|PERIAPSIS|296521000.0(KILOMETRES)'}"
84892,"{'11264CLAUDIOMACCONE|EPOCH|2005-11-26', '11264CLAUDIOMACCONE|APOAPSIS|475426000.0(KILOMETRES)', '11264CLAUDIOMACCONE|TEMPERATURE|173.0(KELVINS)', '11264CLAUDIOMACCONE|ORBITALPERIOD|1513.722(DAYS)', '11264CLAUDIOMACCONE|PERIAPSIS|296521000.0(KILOMETRES)'}"
84894,"{'11264CLAUDIOMACCONE|EPOCH|2005-11-26', '11264CLAUDIOMACCONE|APOAPSIS|475426000.0(KILOMETRES)', '11264CLAUDIOMACCONE|TEMPERATURE|173.0(KELVINS)', '11264CLAUDIOMACCONE|ORBITALPERIOD|1513.722(DAYS)', '11264CLAUDIOMACCONE|PERIAPSIS|296521000.0(KILOMETRES)'}"
84896,"{'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'ALBANY,GEORGIA|ISPARTOF|GEORGIA(U.S.STATE)', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
84898,"{'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'ALBANY,GEORGIA|ISPARTOF|GEORGIA(U.S.STATE)', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
84900,"{'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'ALBANY,GEORGIA|ISPARTOF|GEORGIA(U.S.STATE)', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
84902,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'ALPHARETTA,GEORGIA|ISPARTOF|FULTONCOUNTY,GEORGIA', 'ALPHARETTA,GEORGIA|ISPARTOF|GEORGIA(U.S.STATE)', 'ALPHARETTA,GEORGIA|COUNTRY|UNITEDSTATES', 'FULTONCOUNTY,GEORGIA|LARGESTCITY|ATLANTA'}"
84904,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'ALPHARETTA,GEORGIA|ISPARTOF|FULTONCOUNTY,GEORGIA', 'ALPHARETTA,GEORGIA|ISPARTOF|GEORGIA(U.S.STATE)', 'ALPHARETTA,GEORGIA|COUNTRY|UNITEDSTATES', 'FULTONCOUNTY,GEORGIA|LARGESTCITY|ATLANTA'}"
84906,"{'AMARILLO,TEXAS|ISPARTOF|POTTERCOUNTY,TEXAS', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'POTTERCOUNTY,TEXAS|STATE|TEXAS', 'TEXAS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
84908,"{'AMARILLO,TEXAS|ISPARTOF|POTTERCOUNTY,TEXAS', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'POTTERCOUNTY,TEXAS|STATE|TEXAS', 'TEXAS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
84910,"{'AMARILLO,TEXAS|ISPARTOF|POTTERCOUNTY,TEXAS', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'POTTERCOUNTY,TEXAS|STATE|TEXAS', 'TEXAS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
84912,"{'AMARILLO,TEXAS|COUNTRY|UNITEDSTATES', 'AMARILLO,TEXAS|ISPARTOF|POTTERCOUNTY,TEXAS', 'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'TEXAS|CAPITAL|AUSTIN,TEXAS', 'POTTERCOUNTY,TEXAS|STATE|TEXAS'}"
84914,"{'AMARILLO,TEXAS|COUNTRY|UNITEDSTATES', 'AMARILLO,TEXAS|ISPARTOF|POTTERCOUNTY,TEXAS', 'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'TEXAS|CAPITAL|AUSTIN,TEXAS', 'POTTERCOUNTY,TEXAS|STATE|TEXAS'}"
84916,"{'AMARILLO,TEXAS|ISPARTOF|POTTERCOUNTY,TEXAS', 'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'TEXAS|CAPITAL|AUSTIN,TEXAS', 'POTTERCOUNTY,TEXAS|STATE|TEXAS', 'POTTERCOUNTY,TEXAS|COUNTRY|UNITEDSTATES'}"
84918,"{'AMARILLO,TEXAS|ISPARTOF|POTTERCOUNTY,TEXAS', 'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'TEXAS|CAPITAL|AUSTIN,TEXAS', 'POTTERCOUNTY,TEXAS|STATE|TEXAS', 'POTTERCOUNTY,TEXAS|COUNTRY|UNITEDSTATES'}"
84920,"{'AMARILLO,TEXAS|ISPARTOF|POTTERCOUNTY,TEXAS', 'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'TEXAS|CAPITAL|AUSTIN,TEXAS', 'POTTERCOUNTY,TEXAS|STATE|TEXAS', 'POTTERCOUNTY,TEXAS|COUNTRY|UNITEDSTATES'}"
84922,"{'FALLCREEKTOWNSHIP,MADISONCOUNTY,INDIANA|COUNTRY|UNITEDSTATES', 'ANDERSON,INDIANA|AREATOTAL|107.43(SQUAREKILOMETRES)', 'ANDERSON,INDIANA|POPULATIONDENSITY|523.9(INHABITANTSPERSQUAREKILOMETRE)', 'ANDERSON,INDIANA|ISPARTOF|ANDERSONTOWNSHIP,MADISONCOUNTY,INDIANA', 'ANDERSON,INDIANA|ISPARTOF|FALLCREEKTOWNSHIP,MADISONCOUNTY,INDIANA'}"
84924,"{'FALLCREEKTOWNSHIP,MADISONCOUNTY,INDIANA|COUNTRY|UNITEDSTATES', 'ANDERSON,INDIANA|AREATOTAL|107.43(SQUAREKILOMETRES)', 'ANDERSON,INDIANA|POPULATIONDENSITY|523.9(INHABITANTSPERSQUAREKILOMETRE)', 'ANDERSON,INDIANA|ISPARTOF|ANDERSONTOWNSHIP,MADISONCOUNTY,INDIANA', 'ANDERSON,INDIANA|ISPARTOF|FALLCREEKTOWNSHIP,MADISONCOUNTY,INDIANA'}"
84926,"{'FALLCREEKTOWNSHIP,MADISONCOUNTY,INDIANA|COUNTRY|UNITEDSTATES', 'ANDERSON,INDIANA|AREATOTAL|107.43(SQUAREKILOMETRES)', 'ANDERSON,INDIANA|POPULATIONDENSITY|523.9(INHABITANTSPERSQUAREKILOMETRE)', 'ANDERSON,INDIANA|ISPARTOF|ANDERSONTOWNSHIP,MADISONCOUNTY,INDIANA', 'ANDERSON,INDIANA|ISPARTOF|FALLCREEKTOWNSHIP,MADISONCOUNTY,INDIANA'}"
84928,"{'CONTRACOSTACOUNTY,CALIFORNIA|ISPARTOF|SANFRANCISCOBAYAREA', 'ANTIOCH,CALIFORNIA|ISPARTOF|CONTRACOSTACOUNTY,CALIFORNIA', 'ANTIOCH,CALIFORNIA|LEADERTITLE|CALIFORNIAS11THSTATEASSEMBLYDISTRICT', 'ANTIOCH,CALIFORNIA|ISPARTOF|CALIFORNIA', 'CALIFORNIA|LANGUAGE|ENGLISHLANGUAGE'}"
84930,"{'CONTRACOSTACOUNTY,CALIFORNIA|ISPARTOF|SANFRANCISCOBAYAREA', 'ANTIOCH,CALIFORNIA|ISPARTOF|CONTRACOSTACOUNTY,CALIFORNIA', 'ANTIOCH,CALIFORNIA|LEADERTITLE|CALIFORNIAS11THSTATEASSEMBLYDISTRICT', 'ANTIOCH,CALIFORNIA|ISPARTOF|CALIFORNIA', 'CALIFORNIA|LANGUAGE|ENGLISHLANGUAGE'}"
84932,"{'CONTRACOSTACOUNTY,CALIFORNIA|ISPARTOF|SANFRANCISCOBAYAREA', 'ANTIOCH,CALIFORNIA|ISPARTOF|CONTRACOSTACOUNTY,CALIFORNIA', 'ANTIOCH,CALIFORNIA|LEADERTITLE|CALIFORNIAS11THSTATEASSEMBLYDISTRICT', 'ANTIOCH,CALIFORNIA|ISPARTOF|CALIFORNIA', 'CALIFORNIA|LANGUAGE|ENGLISHLANGUAGE'}"
84934,"{'ATLANTA|AREATOTAL|347.1(SQUAREKILOMETRES)', 'ATLANTA|POPULATIONDENSITY|1299.0(INHABITANTSPERSQUAREKILOMETRE)', 'ATLANTA|ISPARTOF|DEKALBCOUNTY,GEORGIA', 'ATLANTA|AREACODE|404', 'ATLANTA|AREAOFLAND|344.9(SQUAREKILOMETRES)'}"
84936,"{'ATLANTA|AREATOTAL|347.1(SQUAREKILOMETRES)', 'ATLANTA|POPULATIONDENSITY|1299.0(INHABITANTSPERSQUAREKILOMETRE)', 'ATLANTA|ISPARTOF|DEKALBCOUNTY,GEORGIA', 'ATLANTA|AREACODE|404', 'ATLANTA|AREAOFLAND|344.9(SQUAREKILOMETRES)'}"
84938,"{'ATTICA,INDIANA|AREATOTAL|4.14(SQUAREKILOMETRES)', 'ATTICA,INDIANA|ELEVATIONABOVETHESEALEVEL|166.0', 'ATTICA,INDIANA|POPULATIONDENSITY|783.1(INHABITANTSPERSQUAREKILOMETRE)', 'ATTICA,INDIANA|ISPARTOF|UNITEDSTATES', 'ATTICA,INDIANA|ISPARTOF|LOGANTOWNSHIP,FOUNTAINCOUNTY,INDIANA'}"
84940,"{'ATTICA,INDIANA|AREATOTAL|4.14(SQUAREKILOMETRES)', 'ATTICA,INDIANA|ELEVATIONABOVETHESEALEVEL|166.0', 'ATTICA,INDIANA|POPULATIONDENSITY|783.1(INHABITANTSPERSQUAREKILOMETRE)', 'ATTICA,INDIANA|ISPARTOF|UNITEDSTATES', 'ATTICA,INDIANA|ISPARTOF|LOGANTOWNSHIP,FOUNTAINCOUNTY,INDIANA'}"
84942,"{'ATTICA,INDIANA|AREATOTAL|4.14(SQUAREKILOMETRES)', 'ATTICA,INDIANA|ELEVATIONABOVETHESEALEVEL|166.0', 'ATTICA,INDIANA|POPULATIONDENSITY|783.1(INHABITANTSPERSQUAREKILOMETRE)', 'ATTICA,INDIANA|ISPARTOF|UNITEDSTATES', 'ATTICA,INDIANA|ISPARTOF|LOGANTOWNSHIP,FOUNTAINCOUNTY,INDIANA'}"
84944,"{'LEECOUNTY,ALABAMA|STATE|ALABAMA', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'ALABAMA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
84946,"{'LEECOUNTY,ALABAMA|STATE|ALABAMA', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'ALABAMA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
84948,"{'LEECOUNTY,ALABAMA|STATE|ALABAMA', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'ALABAMA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
84950,"{'AUBURN,WASHINGTON|AREATOTAL|77.41(SQUAREKILOMETRES)', 'AUBURN,WASHINGTON|POPULATIONDENSITY|914.8(INHABITANTSPERSQUAREKILOMETRE)', 'AUBURN,WASHINGTON|COUNTRY|UNITEDSTATES', 'AUBURN,WASHINGTON|ISPARTOF|PIERCECOUNTY,WASHINGTON', 'AUBURN,WASHINGTON|ISPARTOF|KINGCOUNTY,WASHINGTON'}"
84952,"{'AUBURN,WASHINGTON|AREATOTAL|77.41(SQUAREKILOMETRES)', 'AUBURN,WASHINGTON|POPULATIONDENSITY|914.8(INHABITANTSPERSQUAREKILOMETRE)', 'AUBURN,WASHINGTON|COUNTRY|UNITEDSTATES', 'AUBURN,WASHINGTON|ISPARTOF|PIERCECOUNTY,WASHINGTON', 'AUBURN,WASHINGTON|ISPARTOF|KINGCOUNTY,WASHINGTON'}"
84954,"{'AUBURN,WASHINGTON|AREATOTAL|77.41(SQUAREKILOMETRES)', 'AUBURN,WASHINGTON|POPULATIONDENSITY|914.8(INHABITANTSPERSQUAREKILOMETRE)', 'AUBURN,WASHINGTON|COUNTRY|UNITEDSTATES', 'AUBURN,WASHINGTON|ISPARTOF|PIERCECOUNTY,WASHINGTON', 'AUBURN,WASHINGTON|ISPARTOF|KINGCOUNTY,WASHINGTON'}"
84956,"{'WILLIAMSONCOUNTY,TEXAS|COUNTYSEAT|GEORGETOWN,TEXAS', 'AUSTIN,TEXAS|ISPARTOF|TEXAS', 'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'WILLIAMSONCOUNTY,TEXAS|LARGESTCITY|ROUNDROCK,TEXAS', 'AUSTIN,TEXAS|ISPARTOF|WILLIAMSONCOUNTY,TEXAS'}"
84958,"{'WILLIAMSONCOUNTY,TEXAS|COUNTYSEAT|GEORGETOWN,TEXAS', 'AUSTIN,TEXAS|ISPARTOF|TEXAS', 'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'WILLIAMSONCOUNTY,TEXAS|LARGESTCITY|ROUNDROCK,TEXAS', 'AUSTIN,TEXAS|ISPARTOF|WILLIAMSONCOUNTY,TEXAS'}"
84960,"{'AUSTIN,TEXAS|ISPARTOF|HAYSCOUNTY,TEXAS', 'TEXAS|LARGESTCITY|HOUSTON', 'AUSTIN,TEXAS|ISPARTOF|TEXAS', 'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'HAYSCOUNTY,TEXAS|COUNTYSEAT|SANMARCOS,TEXAS'}"
84962,"{'AUSTIN,TEXAS|ISPARTOF|HAYSCOUNTY,TEXAS', 'TEXAS|LARGESTCITY|HOUSTON', 'AUSTIN,TEXAS|ISPARTOF|TEXAS', 'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'HAYSCOUNTY,TEXAS|COUNTYSEAT|SANMARCOS,TEXAS'}"
84964,"{'AUSTIN,TEXAS|ISPARTOF|HAYSCOUNTY,TEXAS', 'TEXAS|LARGESTCITY|HOUSTON', 'AUSTIN,TEXAS|ISPARTOF|TEXAS', 'TEXAS|LANGUAGE|ENGLISHLANGUAGE', 'HAYSCOUNTY,TEXAS|COUNTYSEAT|SANMARCOS,TEXAS'}"
84966,"{'AUSTIN,TEXAS|ISPARTOF|HAYSCOUNTY,TEXAS', 'TEXAS|LARGESTCITY|HOUSTON', 'AUSTIN,TEXAS|ISPARTOF|TEXAS', 'TEXAS|LANGUAGE|SPANISHLANGUAGE', 'HAYSCOUNTY,TEXAS|COUNTYSEAT|SANMARCOS,TEXAS'}"
84968,"{'AUSTIN,TEXAS|ISPARTOF|HAYSCOUNTY,TEXAS', 'TEXAS|LARGESTCITY|HOUSTON', 'AUSTIN,TEXAS|ISPARTOF|TEXAS', 'TEXAS|LANGUAGE|SPANISHLANGUAGE', 'HAYSCOUNTY,TEXAS|COUNTYSEAT|SANMARCOS,TEXAS'}"
84970,"{'ALEXANDRIA,INDIANA|ISPARTOF|MADISONCOUNTY,INDIANA', 'INDIANA|COUNTRY|UNITEDSTATES', 'INDIANA|CAPITAL|INDIANAPOLIS', 'INDIANA|LANGUAGE|ENGLISHAMERICANS', 'ALEXANDRIA,INDIANA|ISPARTOF|INDIANA'}"
84972,"{'ALEXANDRIA,INDIANA|ISPARTOF|MADISONCOUNTY,INDIANA', 'INDIANA|COUNTRY|UNITEDSTATES', 'INDIANA|CAPITAL|INDIANAPOLIS', 'INDIANA|LANGUAGE|ENGLISHAMERICANS', 'ALEXANDRIA,INDIANA|ISPARTOF|INDIANA'}"
84974,"{'ALEXANDRIA,INDIANA|ISPARTOF|MADISONCOUNTY,INDIANA', 'INDIANA|COUNTRY|UNITEDSTATES', 'INDIANA|CAPITAL|INDIANAPOLIS', 'INDIANA|LANGUAGE|ENGLISHAMERICANS', 'ALEXANDRIA,INDIANA|ISPARTOF|INDIANA'}"
84976,"{'TEXAS|LARGESTCITY|HOUSTON', 'ARLINGTON,TEXAS|ISPARTOF|TEXAS', 'TEXAS|LANGUAGE|SPANISHLANGUAGE', 'ARLINGTON,TEXAS|ISPARTOF|TARRANTCOUNTY,TEXAS', 'TARRANTCOUNTY,TEXAS|COUNTYSEAT|FORTWORTH,TEXAS'}"
84978,"{'TEXAS|LARGESTCITY|HOUSTON', 'ARLINGTON,TEXAS|ISPARTOF|TEXAS', 'TEXAS|LANGUAGE|SPANISHLANGUAGE', 'ARLINGTON,TEXAS|ISPARTOF|TARRANTCOUNTY,TEXAS', 'TARRANTCOUNTY,TEXAS|COUNTYSEAT|FORTWORTH,TEXAS'}"
84980,"{'TEXAS|LARGESTCITY|HOUSTON', 'ARLINGTON,TEXAS|ISPARTOF|TEXAS', 'TEXAS|LANGUAGE|SPANISHLANGUAGE', 'ARLINGTON,TEXAS|ISPARTOF|TARRANTCOUNTY,TEXAS', 'TARRANTCOUNTY,TEXAS|COUNTYSEAT|FORTWORTH,TEXAS'}"
84982,"{'ARLINGTON,TEXAS|ISPARTOF|TEXAS', 'ARLINGTON,TEXAS|ISPARTOF|TARRANTCOUNTY,TEXAS', 'TEXAS|CAPITAL|AUSTIN,TEXAS', 'TARRANTCOUNTY,TEXAS|LARGESTCITY|FORTWORTH,TEXAS', 'TEXAS|COUNTRY|UNITEDSTATES'}"
84984,"{'ARLINGTON,TEXAS|ISPARTOF|TEXAS', 'ARLINGTON,TEXAS|ISPARTOF|TARRANTCOUNTY,TEXAS', 'TEXAS|CAPITAL|AUSTIN,TEXAS', 'TARRANTCOUNTY,TEXAS|LARGESTCITY|FORTWORTH,TEXAS', 'TEXAS|COUNTRY|UNITEDSTATES'}"
