,sd
42500,"{'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'ALBANY,OREGON|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'ALBANY,OREGON|ISPARTOF|OREGON', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
42501,"{'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'ALBANY,OREGON|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'ALBANY,OREGON|ISPARTOF|OREGON', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
42502,"{'ANGOLA,INDIANA|ISPARTOF|STEUBENCOUNTY,INDIANA', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS'}"
42503,"{'ANGOLA,INDIANA|ISPARTOF|STEUBENCOUNTY,INDIANA', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS'}"
42504,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'LEECOUNTY,ALABAMA|STATE|ALABAMA', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'LEECOUNTY,ALABAMA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
42505,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'LEECOUNTY,ALABAMA|STATE|ALABAMA', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'LEECOUNTY,ALABAMA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
42506,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'LEECOUNTY,ALABAMA|STATE|ALABAMA', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'LEECOUNTY,ALABAMA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
42507,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'LEECOUNTY,ALABAMA|COUNTYSEAT|OPELIKA,ALABAMA', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'AUBURN,ALABAMA|ISPARTOF|ALABAMA', 'LEECOUNTY,ALABAMA|COUNTRY|UNITEDSTATES'}"
42508,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'LEECOUNTY,ALABAMA|COUNTYSEAT|OPELIKA,ALABAMA', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'AUBURN,ALABAMA|ISPARTOF|ALABAMA', 'LEECOUNTY,ALABAMA|COUNTRY|UNITEDSTATES'}"
42509,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'LEECOUNTY,ALABAMA|COUNTYSEAT|OPELIKA,ALABAMA', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'AUBURN,ALABAMA|ISPARTOF|ALABAMA', 'LEECOUNTY,ALABAMA|COUNTRY|UNITEDSTATES'}"
42510,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'NEWJERSEY|COUNTRY|UNITEDSTATES', 'ATLANTICCITY,NEWJERSEY|ISPARTOF|NEWJERSEY', 'NEWJERSEY|CAPITAL|TRENTON,NEWJERSEY', 'NEWJERSEY|LARGESTCITY|NEWARK,NEWJERSEY'}"
42511,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'NEWJERSEY|COUNTRY|UNITEDSTATES', 'ATLANTICCITY,NEWJERSEY|ISPARTOF|NEWJERSEY', 'NEWJERSEY|CAPITAL|TRENTON,NEWJERSEY', 'NEWJERSEY|LARGESTCITY|NEWARK,NEWJERSEY'}"
42512,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'NEWJERSEY|COUNTRY|UNITEDSTATES', 'ATLANTICCITY,NEWJERSEY|ISPARTOF|NEWJERSEY', 'NEWJERSEY|CAPITAL|TRENTON,NEWJERSEY', 'NEWJERSEY|LARGESTCITY|NEWARK,NEWJERSEY'}"
42513,"{'ALBUQUERQUE,NEWMEXICO|ISPARTOF|NEWMEXICO', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|LEADER|BARACKOBAMA'}"
42514,"{'ALBUQUERQUE,NEWMEXICO|ISPARTOF|NEWMEXICO', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|LEADER|BARACKOBAMA'}"
42515,"{'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'ANGOLA,INDIANA|ISPARTOF|STEUBENCOUNTY,INDIANA', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE'}"
42516,"{'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'ANGOLA,INDIANA|ISPARTOF|STEUBENCOUNTY,INDIANA', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE'}"
42517,"{'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'ANGOLA,INDIANA|ISPARTOF|STEUBENCOUNTY,INDIANA', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE'}"
42518,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'UNITEDSTATES|LEADER|BARACKOBAMA', 'AKRON,OHIO|ISPARTOF|SUMMITCOUNTY,OHIO', 'AKRON,OHIO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
42519,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'UNITEDSTATES|LEADER|BARACKOBAMA', 'AKRON,OHIO|ISPARTOF|SUMMITCOUNTY,OHIO', 'AKRON,OHIO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
42520,"{'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'ALBANY,GEORGIA|ISPARTOF|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES'}"
42521,"{'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'ALBANY,GEORGIA|ISPARTOF|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES'}"
42522,"{'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'ALBANY,GEORGIA|ISPARTOF|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES'}"
42523,"{'BAYMAX|CREATOR|DUNCANROULEAU', 'BAYMAX|SERIES|BIGHERO6(FILM)', 'DUNCANROULEAU|NATIONALITY|AMERICANS', 'BAYMAX|CREATOR|STEVENT.SEAGLE', 'BIGHERO6(FILM)|STARRING|ALANTUDYK'}"
42524,"{'BAYMAX|CREATOR|DUNCANROULEAU', 'BAYMAX|SERIES|BIGHERO6(FILM)', 'DUNCANROULEAU|NATIONALITY|AMERICANS', 'BAYMAX|CREATOR|STEVENT.SEAGLE', 'BIGHERO6(FILM)|STARRING|ALANTUDYK'}"
42525,"{'BAYMAX|CREATOR|DUNCANROULEAU', 'BAYMAX|SERIES|BIGHERO6(FILM)', 'DUNCANROULEAU|NATIONALITY|AMERICANS', 'BAYMAX|CREATOR|STEVENT.SEAGLE', 'BIGHERO6(FILM)|STARRING|ALANTUDYK'}"
42526,"{'AREM-AREM|COUNTRY|INDONESIA', 'INDONESIA|CURRENCY|INDONESIANRUPIAH', 'INDONESIA|LANGUAGE|INDONESIANLANGUAGE', 'INDONESIA|LEADERNAME|JUSUFKALLA', 'AREM-AREM|REGION|NATIONWIDEININDONESIA,BUTMORESPECIFICTOJAVA'}"
42527,"{'AREM-AREM|COUNTRY|INDONESIA', 'INDONESIA|CURRENCY|INDONESIANRUPIAH', 'INDONESIA|LANGUAGE|INDONESIANLANGUAGE', 'INDONESIA|LEADERNAME|JUSUFKALLA', 'AREM-AREM|REGION|NATIONWIDEININDONESIA,BUTMORESPECIFICTOJAVA'}"
42528,"{'AREM-AREM|COUNTRY|INDONESIA', 'INDONESIA|CURRENCY|INDONESIANRUPIAH', 'INDONESIA|LANGUAGE|INDONESIANLANGUAGE', 'INDONESIA|LEADERNAME|JUSUFKALLA', 'AREM-AREM|REGION|NATIONWIDEININDONESIA,BUTMORESPECIFICTOJAVA'}"
42529,"{'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'ASAMPEDAS|REGION|SUMATRAANDMALAYPENINSULA', 'MALAYSIA|ETHNICGROUP|MALAYSIANCHINESE', 'MALAYSIA|CAPITAL|KUALALUMPUR'}"
42530,"{'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'ASAMPEDAS|REGION|SUMATRAANDMALAYPENINSULA', 'MALAYSIA|ETHNICGROUP|MALAYSIANCHINESE', 'MALAYSIA|CAPITAL|KUALALUMPUR'}"
42531,"{'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'ASAMPEDAS|REGION|SUMATRAANDMALAYPENINSULA', 'MALAYSIA|ETHNICGROUP|MALAYSIANCHINESE', 'MALAYSIA|CAPITAL|KUALALUMPUR'}"
42532,"{'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'ASAMPEDAS|REGION|SUMATRAANDMALAYPENINSULA', 'MALAYSIA|CAPITAL|KUALALUMPUR', 'MALAYSIA|ETHNICGROUP|MALAYSIANINDIAN'}"
42533,"{'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'ASAMPEDAS|REGION|SUMATRAANDMALAYPENINSULA', 'MALAYSIA|CAPITAL|KUALALUMPUR', 'MALAYSIA|ETHNICGROUP|MALAYSIANINDIAN'}"
42534,"{'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'ASAMPEDAS|REGION|SUMATRAANDMALAYPENINSULA', 'MALAYSIA|CAPITAL|KUALALUMPUR', 'MALAYSIA|ETHNICGROUP|MALAYSIANINDIAN'}"
42535,"{'ASAMPEDAS|REGION|SUMATRA', 'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'MALAYSIA|CAPITAL|KUALALUMPUR', 'MALAYSIA|ETHNICGROUP|MALAYSIANINDIAN'}"
42536,"{'ASAMPEDAS|REGION|SUMATRA', 'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'MALAYSIA|CAPITAL|KUALALUMPUR', 'MALAYSIA|ETHNICGROUP|MALAYSIANINDIAN'}"
42537,"{'ASAMPEDAS|REGION|SUMATRA', 'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'MALAYSIA|CAPITAL|KUALALUMPUR', 'MALAYSIA|ETHNICGROUP|MALAYSIANINDIAN'}"
42538,"{'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'MALAYSIA|LEADERNAME|ABUZAHARUJANG', 'ASAMPEDAS|REGION|MALAYPENINSULA', 'MALAYSIA|ETHNICGROUP|MALAYSIANINDIAN'}"
42539,"{'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'MALAYSIA|LEADERNAME|ABUZAHARUJANG', 'ASAMPEDAS|REGION|MALAYPENINSULA', 'MALAYSIA|ETHNICGROUP|MALAYSIANINDIAN'}"
42540,"{'ASAMPEDAS|COUNTRY|MALAYSIA', 'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'MALAYSIA|LEADERNAME|ABUZAHARUJANG', 'ASAMPEDAS|REGION|MALAYPENINSULA', 'MALAYSIA|ETHNICGROUP|MALAYSIANINDIAN'}"
42541,"{'BACONEXPLOSION|REGION|KANSASCITYMETROPOLITANAREA', 'BACONEXPLOSION|MAININGREDIENTS|SAUSAGE', 'BACONEXPLOSION|INGREDIENT|BACON', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES', 'BACONEXPLOSION|MAININGREDIENTS|BACON,SAUSAGE'}"
42542,"{'BACONEXPLOSION|REGION|KANSASCITYMETROPOLITANAREA', 'BACONEXPLOSION|MAININGREDIENTS|SAUSAGE', 'BACONEXPLOSION|INGREDIENT|BACON', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES', 'BACONEXPLOSION|MAININGREDIENTS|BACON,SAUSAGE'}"
42543,"{'BACONEXPLOSION|REGION|KANSASCITYMETROPOLITANAREA', 'BACONEXPLOSION|MAININGREDIENTS|SAUSAGE', 'BACONEXPLOSION|INGREDIENT|BACON', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES', 'BACONEXPLOSION|MAININGREDIENTS|BACON,SAUSAGE'}"
42544,"{'UNITEDSTATES|LEADERNAME|PAULRYAN', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|ETHNICGROUP|WHITEAMERICANS'}"
42545,"{'UNITEDSTATES|LEADERNAME|PAULRYAN', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|ETHNICGROUP|WHITEAMERICANS'}"
42546,"{'BACONSANDWICH|MAININGREDIENTS|BREADANDBACON,WITHACONDIMENT,OFTENKETCHUPORBROWNSAUCE', 'BACONSANDWICH|COUNTRY|UNITEDKINGDOM', 'BACONSANDWICH|INGREDIENT|KETCHUP', 'BACONSANDWICH|DISHVARIATION|BLT', 'BACONSANDWICH|ALTERNATIVENAME|BACONBUTTY,BACONSARNIE,RASHERSANDWICH,BACONSANGER,PIECENBACON,BACONCOB,BACONBARM,BACONMUFFIN'}"
42547,"{'BACONSANDWICH|MAININGREDIENTS|BREADANDBACON,WITHACONDIMENT,OFTENKETCHUPORBROWNSAUCE', 'BACONSANDWICH|COUNTRY|UNITEDKINGDOM', 'BACONSANDWICH|INGREDIENT|KETCHUP', 'BACONSANDWICH|DISHVARIATION|BLT', 'BACONSANDWICH|ALTERNATIVENAME|BACONBUTTY,BACONSARNIE,RASHERSANDWICH,BACONSANGER,PIECENBACON,BACONCOB,BACONBARM,BACONMUFFIN'}"
42548,"{'BACONSANDWICH|MAININGREDIENTS|BREADANDBACON,WITHACONDIMENT,OFTENKETCHUPORBROWNSAUCE', 'BACONSANDWICH|COUNTRY|UNITEDKINGDOM', 'BACONSANDWICH|INGREDIENT|KETCHUP', 'BACONSANDWICH|DISHVARIATION|BLT', 'BACONSANDWICH|ALTERNATIVENAME|BACONBUTTY,BACONSARNIE,RASHERSANDWICH,BACONSANGER,PIECENBACON,BACONCOB,BACONBARM,BACONMUFFIN'}"
42549,"{'BAKEDALASKA|REGION|HONGKONG', 'FRANCE|LEADERNAME|GERARDLARCHER', 'FRANCE|LEADERNAME|MANUELVALLS', 'FRANCE|LANGUAGE|FRENCHLANGUAGE', 'BAKEDALASKA|COUNTRY|FRANCE'}"
42550,"{'BAKEDALASKA|REGION|HONGKONG', 'FRANCE|LEADERNAME|GERARDLARCHER', 'FRANCE|LEADERNAME|MANUELVALLS', 'FRANCE|LANGUAGE|FRENCHLANGUAGE', 'BAKEDALASKA|COUNTRY|FRANCE'}"
42551,"{'BAKEDALASKA|REGION|HONGKONG', 'FRANCE|LEADERNAME|GERARDLARCHER', 'FRANCE|LEADERNAME|MANUELVALLS', 'FRANCE|LANGUAGE|FRENCHLANGUAGE', 'BAKEDALASKA|COUNTRY|FRANCE'}"
42552,"{'ANTIOQUIADEPARTMENT|COUNTRY|COLOMBIA', 'LEMON|ORDER|ROSIDS', 'LEMON|FAMILY|RUTACEAE', 'BANDEJAPAISA|INGREDIENT|LEMON', 'BANDEJAPAISA|REGION|ANTIOQUIADEPARTMENT'}"
42553,"{'ANTIOQUIADEPARTMENT|COUNTRY|COLOMBIA', 'LEMON|ORDER|ROSIDS', 'LEMON|FAMILY|RUTACEAE', 'BANDEJAPAISA|INGREDIENT|LEMON', 'BANDEJAPAISA|REGION|ANTIOQUIADEPARTMENT'}"
42554,"{'FRANCE|LEADERNAME|FRANCOISHOLLANDE', 'BARNYCAKES|COUNTRY|FRANCE', 'BARNYCAKES|INGREDIENT|SPONGECAKE', 'FRANCE|LEADERNAME|GERARDLARCHER', 'FRANCE|LANGUAGE|FRENCHLANGUAGE'}"
42555,"{'FRANCE|LEADERNAME|FRANCOISHOLLANDE', 'BARNYCAKES|COUNTRY|FRANCE', 'BARNYCAKES|INGREDIENT|SPONGECAKE', 'FRANCE|LEADERNAME|GERARDLARCHER', 'FRANCE|LANGUAGE|FRENCHLANGUAGE'}"
42556,"{'FRANCE|LEADERNAME|FRANCOISHOLLANDE', 'BARNYCAKES|COUNTRY|FRANCE', 'BARNYCAKES|INGREDIENT|SPONGECAKE', 'FRANCE|LEADERNAME|GERARDLARCHER', 'FRANCE|LANGUAGE|FRENCHLANGUAGE'}"
42557,"{'BATAGOR|COUNTRY|INDONESIA', 'BATAGOR|DISHVARIATION|SHUMAI', 'SIOMAY|INGREDIENT|PEANUTSAUCE', 'INDONESIA|LEADERNAME|JOKOWIDODO', 'BATAGOR|DISHVARIATION|SIOMAY'}"
42558,"{'BATAGOR|COUNTRY|INDONESIA', 'BATAGOR|DISHVARIATION|SHUMAI', 'SIOMAY|INGREDIENT|PEANUTSAUCE', 'INDONESIA|LEADERNAME|JOKOWIDODO', 'BATAGOR|DISHVARIATION|SIOMAY'}"
42559,"{'BATAGOR|COUNTRY|INDONESIA', 'BATAGOR|DISHVARIATION|SHUMAI', 'SIOMAY|INGREDIENT|PEANUTSAUCE', 'INDONESIA|LEADERNAME|JOKOWIDODO', 'BATAGOR|DISHVARIATION|SIOMAY'}"
42560,"{'BATAGOR|COUNTRY|INDONESIA', 'SIOMAY|DISHVARIATION|SHUMAI', 'SIOMAY|INGREDIENT|PEANUTSAUCE', 'INDONESIA|LEADERNAME|JOKOWIDODO', 'BATAGOR|DISHVARIATION|SIOMAY'}"
42561,"{'BATAGOR|COUNTRY|INDONESIA', 'SIOMAY|DISHVARIATION|SHUMAI', 'SIOMAY|INGREDIENT|PEANUTSAUCE', 'INDONESIA|LEADERNAME|JOKOWIDODO', 'BATAGOR|DISHVARIATION|SIOMAY'}"
42562,"{'BATAGOR|COUNTRY|INDONESIA', 'SIOMAY|DISHVARIATION|SHUMAI', 'SIOMAY|INGREDIENT|PEANUTSAUCE', 'INDONESIA|LEADERNAME|JOKOWIDODO', 'BATAGOR|DISHVARIATION|SIOMAY'}"
42563,"{'BEEFKWAYTEOW|COUNTRY|SINGAPORE', 'BEEFKWAYTEOW|REGION|INDONESIA', 'SINGAPORE|LANGUAGE|STANDARDCHINESE', 'SINGAPORE|LEADERNAME|HALIMAHYACOB', 'SINGAPORE|LEADERNAME|TONYTAN'}"
42564,"{'BEEFKWAYTEOW|COUNTRY|SINGAPORE', 'BEEFKWAYTEOW|REGION|INDONESIA', 'SINGAPORE|LANGUAGE|STANDARDCHINESE', 'SINGAPORE|LEADERNAME|HALIMAHYACOB', 'SINGAPORE|LEADERNAME|TONYTAN'}"
42565,"{'KARNATAKA|LEADERNAME|VAJUBHAIVALA', 'BHAJJI|COUNTRY|INDIA', 'INDIA|LEADERNAME|SUMITRAMAHAJAN', 'BHAJJI|REGION|KARNATAKA', 'INDIA|CURRENCY|INDIANRUPEE'}"
42566,"{'KARNATAKA|LEADERNAME|VAJUBHAIVALA', 'BHAJJI|COUNTRY|INDIA', 'INDIA|LEADERNAME|SUMITRAMAHAJAN', 'BHAJJI|REGION|KARNATAKA', 'INDIA|CURRENCY|INDIANRUPEE'}"
42567,"{'BINIGNIT|MAININGREDIENTS|BANANA', 'BINIGNIT|REGION|MINDANAO', 'BINIGNIT|COUNTRY|PHILIPPINES', 'BINIGNIT|COURSE|DESSERT', 'BINIGNIT|INGREDIENT|SWEETPOTATO'}"
42568,"{'BINIGNIT|MAININGREDIENTS|BANANA', 'BINIGNIT|REGION|MINDANAO', 'BINIGNIT|COUNTRY|PHILIPPINES', 'BINIGNIT|COURSE|DESSERT', 'BINIGNIT|INGREDIENT|SWEETPOTATO'}"
42569,"{'BINIGNIT|MAININGREDIENTS|BANANA', 'BINIGNIT|REGION|MINDANAO', 'BINIGNIT|COUNTRY|PHILIPPINES', 'BINIGNIT|COURSE|DESSERT', 'BINIGNIT|INGREDIENT|SWEETPOTATO'}"
42570,"{'BINIGNIT|COUNTRY|PHILIPPINES', 'BINIGNIT|COURSE|DESSERT', 'BINIGNIT|INGREDIENT|SWEETPOTATO', 'BINIGNIT|MAININGREDIENTS|SAGO', 'BINIGNIT|REGION|VISAYAS'}"
42571,"{'BINIGNIT|COUNTRY|PHILIPPINES', 'BINIGNIT|COURSE|DESSERT', 'BINIGNIT|INGREDIENT|SWEETPOTATO', 'BINIGNIT|MAININGREDIENTS|SAGO', 'BINIGNIT|REGION|VISAYAS'}"
42572,"{'BIONICO|MAININGREDIENTS|CHOPPEDFRUITS,SOURCREAM,CONDENSEDMILK,GRANOLA,SHREDDEDCOCONUT,RAISINS', 'BIONICO|COUNTRY|MEXICO', 'BIONICO|INGREDIENT|RAISIN', 'BIONICO|REGION|JALISCO', 'BIONICO|COURSE|DESSERT'}"
42573,"{'BIONICO|MAININGREDIENTS|CHOPPEDFRUITS,SOURCREAM,CONDENSEDMILK,GRANOLA,SHREDDEDCOCONUT,RAISINS', 'BIONICO|COUNTRY|MEXICO', 'BIONICO|INGREDIENT|RAISIN', 'BIONICO|REGION|JALISCO', 'BIONICO|COURSE|DESSERT'}"
42574,"{'MEXICO|LANGUAGE|SPANISHLANGUAGE', 'MEXICO|LEADERNAME|SILVANOAUREOLESCONEJO', 'BIONICO|COUNTRY|MEXICO', 'BIONICO|DISHVARIATION|COTTAGECHEESE', 'BIONICO|COURSE|DESSERT'}"
42575,"{'MEXICO|LANGUAGE|SPANISHLANGUAGE', 'MEXICO|LEADERNAME|SILVANOAUREOLESCONEJO', 'BIONICO|COUNTRY|MEXICO', 'BIONICO|DISHVARIATION|COTTAGECHEESE', 'BIONICO|COURSE|DESSERT'}"
42576,"{'MEXICO|LANGUAGE|SPANISHLANGUAGE', 'MEXICO|LEADERNAME|SILVANOAUREOLESCONEJO', 'BIONICO|COUNTRY|MEXICO', 'BIONICO|DISHVARIATION|COTTAGECHEESE', 'BIONICO|COURSE|DESSERT'}"
42577,"{'MEXICO|LANGUAGE|MEXICANSPANISH', 'MEXICO|LEADERNAME|SILVANOAUREOLESCONEJO', 'BIONICO|COUNTRY|MEXICO', 'DESSERT|DISHVARIATION|CAKE', 'BIONICO|COURSE|DESSERT'}"
42578,"{'MEXICO|LANGUAGE|MEXICANSPANISH', 'MEXICO|LEADERNAME|SILVANOAUREOLESCONEJO', 'BIONICO|COUNTRY|MEXICO', 'DESSERT|DISHVARIATION|CAKE', 'BIONICO|COURSE|DESSERT'}"
42579,"{'BAKEWELLTART|REGION|DERBYSHIREDALES', 'BAKEWELLTART|INGREDIENT|FRUITPRESERVES', 'DERBYSHIREDALES|ADMINISTRATIVECOUNTY|DERBYSHIRE', 'DERBYSHIREDALES|LEADERNAME|PATRICKMCLOUGHLIN', 'BAKEWELLPUDDING|DISHVARIATION|BAKEWELLTART'}"
42580,"{'BAKEWELLTART|REGION|DERBYSHIREDALES', 'BAKEWELLTART|INGREDIENT|FRUITPRESERVES', 'DERBYSHIREDALES|ADMINISTRATIVECOUNTY|DERBYSHIRE', 'DERBYSHIREDALES|LEADERNAME|PATRICKMCLOUGHLIN', 'BAKEWELLPUDDING|DISHVARIATION|BAKEWELLTART'}"
42581,"{'ITALY|DEMONYM|ITALIANS', 'ITALY|LEADERNAME|SERGIOMATTARELLA', 'ITALY|LEADERNAME|LAURABOLDRINI', 'AMATRICIANASAUCE|COUNTRY|ITALY', 'ITALY|CAPITAL|ROME'}"
42582,"{'ITALY|DEMONYM|ITALIANS', 'ITALY|LEADERNAME|SERGIOMATTARELLA', 'ITALY|LEADERNAME|LAURABOLDRINI', 'AMATRICIANASAUCE|COUNTRY|ITALY', 'ITALY|CAPITAL|ROME'}"
42583,"{'ITALY|LANGUAGE|ITALIANLANGUAGE', 'ITALY|LEADERNAME|SERGIOMATTARELLA', 'ITALY|LEADERNAME|PIETROGRASSO', 'AMATRICIANASAUCE|COUNTRY|ITALY', 'ITALY|CAPITAL|ROME'}"
42584,"{'ITALY|LANGUAGE|ITALIANLANGUAGE', 'ITALY|LEADERNAME|SERGIOMATTARELLA', 'ITALY|LEADERNAME|PIETROGRASSO', 'AMATRICIANASAUCE|COUNTRY|ITALY', 'ITALY|CAPITAL|ROME'}"
42585,"{'AYAMPENYET|COUNTRY|JAVA', 'JAVA|ETHNICGROUP|BADUY', 'AYAMPENYET|REGION|SINGAPORE', 'SINGAPORE|LANGUAGE|STANDARDCHINESE', 'SINGAPORE|LEADERNAME|TONYTAN'}"
42586,"{'AYAMPENYET|COUNTRY|JAVA', 'JAVA|ETHNICGROUP|BADUY', 'AYAMPENYET|REGION|SINGAPORE', 'SINGAPORE|LANGUAGE|STANDARDCHINESE', 'SINGAPORE|LEADERNAME|TONYTAN'}"
42587,"{'SINGAPORE|LANGUAGE|ENGLISHLANGUAGE', 'AYAMPENYET|COUNTRY|JAVA', 'JAVA|ETHNICGROUP|JAVANESEPEOPLE', 'AYAMPENYET|REGION|SINGAPORE', 'SINGAPORE|LEADERNAME|TONYTAN'}"
