,sd
42320,"{'ALANBEAN|NATIONALITY|UNITEDSTATES', 'ALANBEAN|BIRTHPLACE|WHEELER,TEXAS', 'ALANBEAN|STATUS|RETIRED', 'ALANBEAN|WASSELECTEDBYNASA|1963', 'ALANBEAN|OCCUPATION|TESTPILOT'}"
42321,"{'ALANBEAN|NATIONALITY|UNITEDSTATES', 'ALANBEAN|BIRTHPLACE|WHEELER,TEXAS', 'ALANBEAN|STATUS|RETIRED', 'ALANBEAN|WASSELECTEDBYNASA|1963', 'ALANBEAN|OCCUPATION|TESTPILOT'}"
42322,"{'ALANBEAN|NATIONALITY|UNITEDSTATES', 'ALANBEAN|BIRTHPLACE|WHEELER,TEXAS', 'ALANBEAN|STATUS|RETIRED', 'ALANBEAN|WASSELECTEDBYNASA|1963', 'ALANBEAN|OCCUPATION|TESTPILOT'}"
42323,"{'ALANSHEPARD|AWARDS|DISTINGUISHEDSERVICEMEDAL(UNITEDSTATESNAVY)', 'ALANSHEPARD|WASACREWMEMBEROF|APOLLO14', 'ALANSHEPARD|BIRTHPLACE|NEWHAMPSHIRE', 'APOLLO14|OPERATOR|NASA', 'DISTINGUISHEDSERVICEMEDAL(UNITEDSTATESNAVY)|HIGHER|DEPARTMENTOFCOMMERCEGOLDMEDAL'}"
42324,"{'ALANSHEPARD|AWARDS|DISTINGUISHEDSERVICEMEDAL(UNITEDSTATESNAVY)', 'ALANSHEPARD|WASACREWMEMBEROF|APOLLO14', 'ALANSHEPARD|BIRTHPLACE|NEWHAMPSHIRE', 'APOLLO14|OPERATOR|NASA', 'DISTINGUISHEDSERVICEMEDAL(UNITEDSTATESNAVY)|HIGHER|DEPARTMENTOFCOMMERCEGOLDMEDAL'}"
42325,"{'WILLIAMANDERS|BIRTHPLACE|BRITISHHONGKONG', 'APOLLO8|COMMANDER|FRANKBORMAN', 'WILLIAMANDERS|NATIONALITY|UNITEDSTATES', 'WILLIAMANDERS|WASACREWMEMBEROF|APOLLO8', 'APOLLO8|OPERATOR|NASA'}"
42326,"{'WILLIAMANDERS|BIRTHPLACE|BRITISHHONGKONG', 'APOLLO8|COMMANDER|FRANKBORMAN', 'WILLIAMANDERS|NATIONALITY|UNITEDSTATES', 'WILLIAMANDERS|WASACREWMEMBEROF|APOLLO8', 'APOLLO8|OPERATOR|NASA'}"
42327,"{'WILLIAMANDERS|BIRTHPLACE|BRITISHHONGKONG', 'APOLLO8|COMMANDER|FRANKBORMAN', 'WILLIAMANDERS|NATIONALITY|UNITEDSTATES', 'WILLIAMANDERS|WASACREWMEMBEROF|APOLLO8', 'APOLLO8|OPERATOR|NASA'}"
42328,"{'BUZZALDRIN|BIRTHDATE|1930-01-20', 'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'BUZZALDRIN|OCCUPATION|FIGHTERPILOT', 'BUZZALDRIN|NATIONALITY|UNITEDSTATES', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42329,"{'BUZZALDRIN|BIRTHDATE|1930-01-20', 'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'BUZZALDRIN|OCCUPATION|FIGHTERPILOT', 'BUZZALDRIN|NATIONALITY|UNITEDSTATES', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42330,"{'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'BUZZALDRIN|OCCUPATION|FIGHTERPILOT', 'APOLLO11|OPERATOR|NASA', 'BUZZALDRIN|NATIONALITY|UNITEDSTATES', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42331,"{'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'BUZZALDRIN|OCCUPATION|FIGHTERPILOT', 'APOLLO11|OPERATOR|NASA', 'BUZZALDRIN|NATIONALITY|UNITEDSTATES', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42332,"{'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'BUZZALDRIN|OCCUPATION|FIGHTERPILOT', 'APOLLO11|OPERATOR|NASA', 'BUZZALDRIN|NATIONALITY|UNITEDSTATES', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42333,"{'BUZZALDRIN|ALMAMATER|MASSACHUSETTSINSTITUTEOFTECHNOLOGY,SC.D.1963', 'BUZZALDRIN|STATUS|RETIRED', 'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'BUZZALDRIN|OCCUPATION|FIGHTERPILOT', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42334,"{'BUZZALDRIN|ALMAMATER|MASSACHUSETTSINSTITUTEOFTECHNOLOGY,SC.D.1963', 'BUZZALDRIN|STATUS|RETIRED', 'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'BUZZALDRIN|OCCUPATION|FIGHTERPILOT', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42335,"{'BUZZALDRIN|ALMAMATER|MASSACHUSETTSINSTITUTEOFTECHNOLOGY,SC.D.1963', 'BUZZALDRIN|STATUS|RETIRED', 'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'BUZZALDRIN|OCCUPATION|FIGHTERPILOT', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42336,"{'BUZZALDRIN|STATUS|RETIRED', 'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'APOLLO11|BACKUPPILOT|WILLIAMANDERS', 'APOLLO11|OPERATOR|NASA', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42337,"{'BUZZALDRIN|STATUS|RETIRED', 'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'APOLLO11|BACKUPPILOT|WILLIAMANDERS', 'APOLLO11|OPERATOR|NASA', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42338,"{'BUZZALDRIN|STATUS|RETIRED', 'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'APOLLO11|BACKUPPILOT|WILLIAMANDERS', 'APOLLO11|OPERATOR|NASA', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42339,"{'BUZZALDRIN|STATUS|RETIRED', 'BUZZALDRIN|BIRTHDATE|1930-01-20', 'APOLLO11|BACKUPPILOT|WILLIAMANDERS', 'APOLLO11|OPERATOR|NASA', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42340,"{'BUZZALDRIN|STATUS|RETIRED', 'BUZZALDRIN|BIRTHDATE|1930-01-20', 'APOLLO11|BACKUPPILOT|WILLIAMANDERS', 'APOLLO11|OPERATOR|NASA', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11'}"
42341,"{'ALANSHEPARD|WASACREWMEMBEROF|APOLLO14', 'ALANSHEPARD|DEATHPLACE|CALIFORNIA', 'CALIFORNIA|GEMSTONE|BENITOITE', 'APOLLO14|OPERATOR|NASA', 'CALIFORNIA|SENATORS|DIANNEFEINSTEIN'}"
42342,"{'ALANSHEPARD|WASACREWMEMBEROF|APOLLO14', 'ALANSHEPARD|DEATHPLACE|CALIFORNIA', 'CALIFORNIA|GEMSTONE|BENITOITE', 'APOLLO14|OPERATOR|NASA', 'CALIFORNIA|SENATORS|DIANNEFEINSTEIN'}"
42343,"{'ALANSHEPARD|AWARDS|DISTINGUISHEDSERVICEMEDAL(UNITEDSTATESNAVY)', 'ALANSHEPARD|DEATHPLACE|CALIFORNIA', 'ALANSHEPARD|BIRTHPLACE|NEWHAMPSHIRE', 'ALANSHEPARD|NATIONALITY|UNITEDSTATES', 'DISTINGUISHEDSERVICEMEDAL(UNITEDSTATESNAVY)|HIGHER|DEPARTMENTOFCOMMERCEGOLDMEDAL'}"
42344,"{'WILLIAMANDERS|OCCUPATION|FIGHTERPILOT', 'WILLIAMANDERS|BIRTHPLACE|BRITISHHONGKONG', 'WILLIAMANDERS|NATIONALITY|UNITEDSTATES', 'WILLIAMANDERS|WASACREWMEMBEROF|APOLLO8', 'WILLIAMANDERS|DATEOFRETIREMENT|1969-09-01'}"
42345,"{'WILLIAMANDERS|OCCUPATION|FIGHTERPILOT', 'WILLIAMANDERS|BIRTHPLACE|BRITISHHONGKONG', 'WILLIAMANDERS|NATIONALITY|UNITEDSTATES', 'WILLIAMANDERS|WASACREWMEMBEROF|APOLLO8', 'WILLIAMANDERS|DATEOFRETIREMENT|1969-09-01'}"
42346,"{'PENAROL|MANAGER|JORGEOROSMANDASILVA', 'ABELHERNANDEZ|CLUB|U.S.CITTADIPALERMO', 'CENTRALESPANOL|LEAGUE|URUGUAYANSEGUNDADIVISION', 'ABELHERNANDEZ|YOUTHCLUB|PENAROL', 'ABELHERNANDEZ|CLUB|CENTRALESPANOL'}"
42347,"{'PENAROL|MANAGER|JORGEOROSMANDASILVA', 'ABELHERNANDEZ|CLUB|U.S.CITTADIPALERMO', 'CENTRALESPANOL|LEAGUE|URUGUAYANSEGUNDADIVISION', 'ABELHERNANDEZ|YOUTHCLUB|PENAROL', 'ABELHERNANDEZ|CLUB|CENTRALESPANOL'}"
42348,"{'PENAROL|MANAGER|JORGEOROSMANDASILVA', 'ABELHERNANDEZ|CLUB|U.S.CITTADIPALERMO', 'CENTRALESPANOL|LEAGUE|URUGUAYANSEGUNDADIVISION', 'ABELHERNANDEZ|YOUTHCLUB|PENAROL', 'ABELHERNANDEZ|CLUB|CENTRALESPANOL'}"
42349,"{'ALEKSANDREGURULI|CLUB|FCKARPATYLVIV', 'ALEKSANDREGURULI|CLUB|OLYMPIQUELYONNAIS', 'OLYMPIQUELYONNAIS|GROUND|PARCOLYMPIQUELYONNAIS', 'FCKARPATYLVIV|MANAGER|OLEHLUZHNY', 'OLYMPIQUELYONNAIS|CHAIRMAN|JEAN-MICHELAULAS'}"
42350,"{'ALEKSANDREGURULI|CLUB|FCKARPATYLVIV', 'ALEKSANDREGURULI|CLUB|OLYMPIQUELYONNAIS', 'OLYMPIQUELYONNAIS|GROUND|PARCOLYMPIQUELYONNAIS', 'FCKARPATYLVIV|MANAGER|OLEHLUZHNY', 'OLYMPIQUELYONNAIS|CHAIRMAN|JEAN-MICHELAULAS'}"
42351,"{'ALEKSANDREGURULI|CLUB|FCKARPATYLVIV', 'ALEKSANDREGURULI|CLUB|OLYMPIQUELYONNAIS', 'OLYMPIQUELYONNAIS|GROUND|PARCOLYMPIQUELYONNAIS', 'FCKARPATYLVIV|MANAGER|OLEHLUZHNY', 'OLYMPIQUELYONNAIS|CHAIRMAN|JEAN-MICHELAULAS'}"
42352,"{'ALESSIOROMAGNOLI|CLUB|A.C.MILAN', 'A.C.MILAN|LEAGUE|SERIEA', 'ALESSIOROMAGNOLI|POSITION|DEFENDER(FOOTBALL)', 'A.C.MILAN|MANAGER|SINISAMIHAJLOVIC', 'ALESSIOROMAGNOLI|CLUB|U.C.SAMPDORIA'}"
42353,"{'ALESSIOROMAGNOLI|CLUB|A.C.MILAN', 'A.C.MILAN|LEAGUE|SERIEA', 'ALESSIOROMAGNOLI|POSITION|DEFENDER(FOOTBALL)', 'A.C.MILAN|MANAGER|SINISAMIHAJLOVIC', 'ALESSIOROMAGNOLI|CLUB|U.C.SAMPDORIA'}"
42354,"{'ALESSIOROMAGNOLI|CLUB|A.C.MILAN', 'A.C.MILAN|LEAGUE|SERIEA', 'ALESSIOROMAGNOLI|POSITION|DEFENDER(FOOTBALL)', 'A.C.MILAN|MANAGER|SINISAMIHAJLOVIC', 'ALESSIOROMAGNOLI|CLUB|U.C.SAMPDORIA'}"
42355,"{'U.S.CITTADIPALERMO|MANAGER|GIUSEPPEIACHINI', 'ABELHERNANDEZ|CLUB|U.S.CITTADIPALERMO', 'CENTRALESPANOL|LEAGUE|URUGUAYANSEGUNDADIVISION', 'ABELHERNANDEZ|CLUB|URUGUAYNATIONALFOOTBALLTEAM', 'ABELHERNANDEZ|YOUTHCLUB|CENTRALESPANOL'}"
42356,"{'U.S.CITTADIPALERMO|MANAGER|GIUSEPPEIACHINI', 'ABELHERNANDEZ|CLUB|U.S.CITTADIPALERMO', 'CENTRALESPANOL|LEAGUE|URUGUAYANSEGUNDADIVISION', 'ABELHERNANDEZ|CLUB|URUGUAYNATIONALFOOTBALLTEAM', 'ABELHERNANDEZ|YOUTHCLUB|CENTRALESPANOL'}"
42357,"{'U.S.CITTADIPALERMO|MANAGER|GIUSEPPEIACHINI', 'ABELHERNANDEZ|CLUB|U.S.CITTADIPALERMO', 'CENTRALESPANOL|LEAGUE|URUGUAYANSEGUNDADIVISION', 'ABELHERNANDEZ|CLUB|URUGUAYNATIONALFOOTBALLTEAM', 'ABELHERNANDEZ|YOUTHCLUB|CENTRALESPANOL'}"
42358,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'FCAMKARPERM|MANAGER|GADZHIGADZHIYEV', 'FCSPARTAKMOSCOW|CHAIRMAN|SERGEYRODIONOV', 'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA', 'ALEKSANDRPRUDNIKOV|CLUB|FCAMKARPERM'}"
42359,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'FCAMKARPERM|MANAGER|GADZHIGADZHIYEV', 'FCSPARTAKMOSCOW|CHAIRMAN|SERGEYRODIONOV', 'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA', 'ALEKSANDRPRUDNIKOV|CLUB|FCAMKARPERM'}"
42360,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'FCAMKARPERM|MANAGER|GADZHIGADZHIYEV', 'FCSPARTAKMOSCOW|CHAIRMAN|SERGEYRODIONOV', 'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA', 'ALEKSANDRPRUDNIKOV|CLUB|FCAMKARPERM'}"
42361,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|CLUB|FCTEREKGROZNY', 'FCTEREKGROZNY|GROUND|GROZNY', 'FCTEREKGROZNY|MANAGER|RASHIDRAKHIMOV', 'FCSPARTAKMOSCOW|CHAIRMAN|SERGEYRODIONOV'}"
42362,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|CLUB|FCTEREKGROZNY', 'FCTEREKGROZNY|GROUND|GROZNY', 'FCTEREKGROZNY|MANAGER|RASHIDRAKHIMOV', 'FCSPARTAKMOSCOW|CHAIRMAN|SERGEYRODIONOV'}"
42363,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|CLUB|FCTEREKGROZNY', 'FCTEREKGROZNY|GROUND|GROZNY', 'FCTEREKGROZNY|MANAGER|RASHIDRAKHIMOV', 'FCSPARTAKMOSCOW|CHAIRMAN|SERGEYRODIONOV'}"
42364,"{'ALEKSANDRCHUMAKOV|CLUB|FCTORPEDOMOSCOW', 'FCTORPEDOMOSCOW|SEASON|2014-15RUSSIANPREMIERLEAGUE', 'FCTORPEDOMOSCOW|MANAGER|VALERYPETRAKOV', 'ALEKSANDRCHUMAKOV|BIRTHPLACE|SOVIETUNION', 'ALEKSANDRCHUMAKOV|CLUB|SOVIETUNIONNATIONALFOOTBALLTEAM'}"
42365,"{'ALEKSANDRCHUMAKOV|CLUB|FCTORPEDOMOSCOW', 'FCTORPEDOMOSCOW|SEASON|2014-15RUSSIANPREMIERLEAGUE', 'FCTORPEDOMOSCOW|MANAGER|VALERYPETRAKOV', 'ALEKSANDRCHUMAKOV|BIRTHPLACE|SOVIETUNION', 'ALEKSANDRCHUMAKOV|CLUB|SOVIETUNIONNATIONALFOOTBALLTEAM'}"
42366,"{'ALEKSANDRCHUMAKOV|CLUB|FCTORPEDOMOSCOW', 'FCTORPEDOMOSCOW|SEASON|2014-15RUSSIANPREMIERLEAGUE', 'FCTORPEDOMOSCOW|MANAGER|VALERYPETRAKOV', 'ALEKSANDRCHUMAKOV|BIRTHPLACE|SOVIETUNION', 'ALEKSANDRCHUMAKOV|CLUB|SOVIETUNIONNATIONALFOOTBALLTEAM'}"
42367,"{'UNITEDPETROTRINF.C.|GROUND|PALOSECOVELODROME', 'AKEEMADAMS|CLUB|UNITEDPETROTRINF.C.', 'AKEEMADAMS|CLUB|FERENCVAROSITC', 'FERENCVAROSITC|CHAIRMAN|GABORKUBATOV', 'FERENCVAROSITC|MANAGER|THOMASDOLL'}"
42368,"{'UNITEDPETROTRINF.C.|GROUND|PALOSECOVELODROME', 'AKEEMADAMS|CLUB|UNITEDPETROTRINF.C.', 'AKEEMADAMS|CLUB|FERENCVAROSITC', 'FERENCVAROSITC|CHAIRMAN|GABORKUBATOV', 'FERENCVAROSITC|MANAGER|THOMASDOLL'}"
42369,"{'UNITEDPETROTRINF.C.|GROUND|PALOSECOVELODROME', 'AKEEMADAMS|CLUB|UNITEDPETROTRINF.C.', 'AKEEMADAMS|CLUB|FERENCVAROSITC', 'FERENCVAROSITC|CHAIRMAN|GABORKUBATOV', 'FERENCVAROSITC|MANAGER|THOMASDOLL'}"
42370,"{'CLEVELAND|ISPARTOF|OHIO', 'CLEVELAND|COUNTRY|UNITEDSTATES', 'CLEVELAND|ISPARTOF|CUYAHOGACOUNTY,OHIO', '200PUBLICSQUARE|LOCATION|CLEVELAND', '200PUBLICSQUARE|COMPLETIONDATE|1985'}"
42371,"{'CLEVELAND|ISPARTOF|OHIO', 'CLEVELAND|COUNTRY|UNITEDSTATES', 'CLEVELAND|ISPARTOF|CUYAHOGACOUNTY,OHIO', '200PUBLICSQUARE|LOCATION|CLEVELAND', '200PUBLICSQUARE|COMPLETIONDATE|1985'}"
42372,"{'CLEVELAND|ISPARTOF|OHIO', 'CLEVELAND|COUNTRY|UNITEDSTATES', 'CLEVELAND|ISPARTOF|CUYAHOGACOUNTY,OHIO', '200PUBLICSQUARE|LOCATION|CLEVELAND', '200PUBLICSQUARE|COMPLETIONDATE|1985'}"
42373,"{'250DELAWAREAVENUE|FLOORAREA|30843.8(SQUAREMETRES)', '250DELAWAREAVENUE|FLOORCOUNT|12', '250DELAWAREAVENUE|ARCHITECTURALSTYLE|POSTMODERNARCHITECTURE', '250DELAWAREAVENUE|BUILDINGSTARTDATE|JANUARY,2014', '250DELAWAREAVENUE|LOCATION|BUFFALO,NEWYORK'}"
42374,"{'CHICAGO|ISPARTOF|ILLINOIS', 'ILLINOIS|CAPITAL|SPRINGFIELD,ILLINOIS', 'CHICAGO|COUNTRY|UNITEDSTATES', 'CHICAGO|LEADERNAME|RAHMEMANUEL', '300NORTHLASALLE|LOCATION|CHICAGO'}"
42375,"{'CHICAGO|ISPARTOF|ILLINOIS', 'ILLINOIS|CAPITAL|SPRINGFIELD,ILLINOIS', 'CHICAGO|COUNTRY|UNITEDSTATES', 'CHICAGO|LEADERNAME|RAHMEMANUEL', '300NORTHLASALLE|LOCATION|CHICAGO'}"
42376,"{'CHICAGO|ISPARTOF|ILLINOIS', 'ILLINOIS|CAPITAL|SPRINGFIELD,ILLINOIS', 'CHICAGO|COUNTRY|UNITEDSTATES', 'CHICAGO|LEADERNAME|RAHMEMANUEL', '300NORTHLASALLE|LOCATION|CHICAGO'}"
42377,"{'ACHOTELBELLASKYCOPENHAGEN|LOCATION|DENMARK', 'DENMARK|LANGUAGE|FAROESELANGUAGE', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL', 'DENMARK|LEADERNAME|MARGRETHEIIOFDENMARK', 'MARRIOTTINTERNATIONAL|FOUNDATIONPLACE|WASHINGTON,D.C.'}"
42378,"{'ACHOTELBELLASKYCOPENHAGEN|LOCATION|DENMARK', 'DENMARK|LANGUAGE|FAROESELANGUAGE', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL', 'DENMARK|LEADERNAME|MARGRETHEIIOFDENMARK', 'MARRIOTTINTERNATIONAL|FOUNDATIONPLACE|WASHINGTON,D.C.'}"
42379,"{'MARRIOTTINTERNATIONAL|KEYPERSON|BILLMARRIOTT', 'ACHOTELBELLASKYCOPENHAGEN|LOCATION|DENMARK', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL', 'DENMARK|LANGUAGE|GREENLANDICLANGUAGE', 'MARRIOTTINTERNATIONAL|FOUNDATIONPLACE|WASHINGTON,D.C.'}"
42380,"{'MARRIOTTINTERNATIONAL|KEYPERSON|BILLMARRIOTT', 'ACHOTELBELLASKYCOPENHAGEN|LOCATION|DENMARK', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL', 'DENMARK|LANGUAGE|GREENLANDICLANGUAGE', 'MARRIOTTINTERNATIONAL|FOUNDATIONPLACE|WASHINGTON,D.C.'}"
42381,"{'DENMARK|LEADERNAME|LARSLOKKERASMUSSEN', 'ACHOTELBELLASKYCOPENHAGEN|LOCATION|DENMARK', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL', 'DENMARK|LANGUAGE|GREENLANDICLANGUAGE', 'MARRIOTTINTERNATIONAL|FOUNDATIONPLACE|WASHINGTON,D.C.'}"
42382,"{'DENMARK|LEADERNAME|LARSLOKKERASMUSSEN', 'ACHOTELBELLASKYCOPENHAGEN|LOCATION|DENMARK', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL', 'DENMARK|LANGUAGE|GREENLANDICLANGUAGE', 'MARRIOTTINTERNATIONAL|FOUNDATIONPLACE|WASHINGTON,D.C.'}"
42383,"{'ADAREMANOR|COUNTRY|REPUBLICOFIRELAND', 'ADAREMANOR|ARCHITECT|AUGUSTUSPUGIN', 'AUGUSTUSPUGIN|BIRTHPLACE|BLOOMSBURY', 'REPUBLICOFIRELAND|LEADERNAME|ENDAKENNY', 'AUGUSTUSPUGIN|SIGNIFICANTBUILDING|PALACEOFWESTMINSTER'}"
42384,"{'ADAREMANOR|COUNTRY|REPUBLICOFIRELAND', 'ADAREMANOR|ARCHITECT|AUGUSTUSPUGIN', 'AUGUSTUSPUGIN|BIRTHPLACE|BLOOMSBURY', 'REPUBLICOFIRELAND|LEADERNAME|ENDAKENNY', 'AUGUSTUSPUGIN|SIGNIFICANTBUILDING|PALACEOFWESTMINSTER'}"
42385,"{'ADAREMANOR|COUNTRY|REPUBLICOFIRELAND', 'ADAREMANOR|ARCHITECT|AUGUSTUSPUGIN', 'AUGUSTUSPUGIN|BIRTHPLACE|BLOOMSBURY', 'REPUBLICOFIRELAND|LEADERNAME|ENDAKENNY', 'AUGUSTUSPUGIN|SIGNIFICANTBUILDING|PALACEOFWESTMINSTER'}"
42386,"{'ADDISABABACITYHALL|BUILDINGSTARTDATE|1961', 'ADDISABABACITYHALL|HEIGHT|42M', 'ADDISABABACITYHALL|COMPLETIONDATE|1964', 'ADDISABABACITYHALL|CURRENTTENANTS|GOVERNMENTOFADDISABABA', 'ADDISABABACITYHALL|FLOORAREA|140000.0(SQUAREMETRES)'}"
42387,"{'ADDISABABACITYHALL|BUILDINGSTARTDATE|1961', 'ADDISABABACITYHALL|HEIGHT|42M', 'ADDISABABACITYHALL|COMPLETIONDATE|1964', 'ADDISABABACITYHALL|CURRENTTENANTS|GOVERNMENTOFADDISABABA', 'ADDISABABACITYHALL|FLOORAREA|140000.0(SQUAREMETRES)'}"
42388,"{'ADDISABABACITYHALL|BUILDINGSTARTDATE|1961', 'ADDISABABACITYHALL|HEIGHT|42M', 'ADDISABABACITYHALL|COMPLETIONDATE|1964', 'ADDISABABACITYHALL|CURRENTTENANTS|GOVERNMENTOFADDISABABA', 'ADDISABABACITYHALL|FLOORAREA|140000.0(SQUAREMETRES)'}"
42389,"{'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'AKITAMUSEUMOFART|ADDRESS|1-4-2NAKADORI', 'AKITAMUSEUMOFART|FLOORCOUNT|3', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITAPREFECTURE'}"
42390,"{'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'AKITAMUSEUMOFART|ADDRESS|1-4-2NAKADORI', 'AKITAMUSEUMOFART|FLOORCOUNT|3', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITAPREFECTURE'}"
42391,"{'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'AKITAMUSEUMOFART|ADDRESS|1-4-2NAKADORI', 'AKITAMUSEUMOFART|FLOORCOUNT|3', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITAPREFECTURE'}"
42392,"{'AKITA,AKITA|ISPARTOF|AKITAPREFECTURE', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'JAPAN|ETHNICGROUP|CHINESEPEOPLEINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'JAPAN|LEADERNAME|TAROASO'}"
42393,"{'AKITA,AKITA|ISPARTOF|AKITAPREFECTURE', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'JAPAN|ETHNICGROUP|CHINESEPEOPLEINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'JAPAN|LEADERNAME|TAROASO'}"
42394,"{'AKITA,AKITA|ISPARTOF|AKITAPREFECTURE', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'JAPAN|ETHNICGROUP|CHINESEPEOPLEINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'JAPAN|LEADERNAME|TAROASO'}"
42395,"{'ALANB.MILLERHALL|CURRENTTENANTS|MASONSCHOOLOFBUSINESS', 'ALANB.MILLERHALL|ARCHITECT|ROBERTA.M.STERN', 'MASONSCHOOLOFBUSINESS|COUNTRY|UNITEDSTATES', 'ALANB.MILLERHALL|OWNER|COLLEGEOFWILLIAM&MARY', 'ALANB.MILLERHALL|LOCATION|VIRGINIA'}"
42396,"{'ALANB.MILLERHALL|CURRENTTENANTS|MASONSCHOOLOFBUSINESS', 'ALANB.MILLERHALL|ARCHITECT|ROBERTA.M.STERN', 'MASONSCHOOLOFBUSINESS|COUNTRY|UNITEDSTATES', 'ALANB.MILLERHALL|OWNER|COLLEGEOFWILLIAM&MARY', 'ALANB.MILLERHALL|LOCATION|VIRGINIA'}"
42397,"{'AHMEDABAD|COUNTRY|INDIA', 'AMDAVADNIGUFA|LOCATION|GUJARAT', 'INDIA|LEADERNAME|SUMITRAMAHAJAN', 'AMDAVADNIGUFA|LOCATION|AHMEDABAD', 'GUJARAT|LEADERTITLE|GUJARATLEGISLATIVEASSEMBLY'}"
42398,"{'AHMEDABAD|COUNTRY|INDIA', 'AMDAVADNIGUFA|LOCATION|GUJARAT', 'INDIA|LEADERNAME|SUMITRAMAHAJAN', 'AMDAVADNIGUFA|LOCATION|AHMEDABAD', 'GUJARAT|LEADERTITLE|GUJARATLEGISLATIVEASSEMBLY'}"
42399,"{'AHMEDABAD|COUNTRY|INDIA', 'AMDAVADNIGUFA|LOCATION|GUJARAT', 'INDIA|LEADERNAME|SUMITRAMAHAJAN', 'AMDAVADNIGUFA|LOCATION|AHMEDABAD', 'GUJARAT|LEADERTITLE|GUJARATLEGISLATIVEASSEMBLY'}"
